annotator,title,comment_id,comment_text,author,stance_pro,stance_con,argument_type,pathos_type,ethos_appeal,ethos_challenge,word_count,context,timestamp,published_date,like_count,mentions,root_comment_id,root_comment_text
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA07yXbH34ZL,u stupid of gewoon blind ?,user_0006,acid,reuzegommers,"appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, etc.)",,user,6,Bullshit. Het ene heeft met het ander niets te maken. Hij heeft laster en eerroof gepleegd tov personen die er niets mee te maken hebben.,2024-02-22 20:39:29+00:00,2024-02-22T20:39:29Z,0,alphonsepipo1948,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA089LYUlGwS,ze hadden er niet niks mee te maken,user_0007,,reuzegommers,"appeal to reason, giving evidence (logos)",,,,9,Bullshit. Het ene heeft met het ander niets te maken. Hij heeft laster en eerroof gepleegd tov personen die er niets mee te maken hebben.,2024-02-22 22:22:42+00:00,2024-02-22T22:22:42Z,5,alphonsepipo1948,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA08DUzVvlgt,"​Volledig akkoord dat hij in de fout is gegaan om mensen en zaken te noemen die niets met de zaak Sanda Dia te maken hadden. Dat was dom, daar moesten excuses voor komen en daar past een straf bij. Net zoals het oproepen tot boycotten of saboteren van handelszaken van ouders. Maar het publiek uitspreken van namen van veroordeelden met hun misdaad is wat mij betreft geen laster en eerroof. En dat onderscheid wordt, wat mij betreft, niet gemaakt in dit vonnis. Na de extreem zwakke strafmaten voor de allergeringste weerhouden beschuldigingen op het proces Dia zelf, het absolute doodzwijgen van zelfs maar de initialen van de veroordeelde daders en dit zeer zware verdict, zonder enig onderscheid tussen wat laster is en wat wel valt onder de wet van persvrijheid ... Zo wordt het zelfs voor zeer neutrale en nuchtere mensen moeilijk om geen patroon te zien waarin het recht voor sommigen rechter is dan voor anderen.",user_0008,vrijheid van meningsuiting,"acid, belgische rechtssysteem","appeal to reason, giving evidence (logos)",,,,157,Bullshit. Het ene heeft met het ander niets te maken. Hij heeft laster en eerroof gepleegd tov personen die er niets mee te maken hebben.,2024-02-22 22:58:57+00:00,2024-02-22T22:58:57Z,0,alphonsepipo1948,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA08EXgZFJLB,o.a. de restauranthouder en zijn zoon hadden niets met de doop te maken.,user_0002,,acid,"appeal to reason, giving evidence (logos)",,,,13,,2024-02-22 23:08:02+00:00,2024-02-22T23:08:02Z,2,,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA08MHL2gjFG,wanneer u morgen een verkeersongeval met dodelijke afloop (onvrijwillige doodslag) veroorzaakt door roekeloos of onaangepast rijgedrag en u wordt naar mijn mening te licht bestraft mag ik de naam van u en uw familie (die er niets mee te maken hebben) op het net plaatsen met de melding dat ze hen mogen zwart maken ?,user_0002,privacywetten,,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,56,@user ze hadden er niet niks mee te maken,2024-02-23 00:15:43+00:00,2024-02-23T00:15:43Z,0,siemspark,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA08Mfimx30j,hele slechte vergelijking,user_0007,,,,,,,4,@user wanneer u morgen een verkeersongeval met dodelijke afloop (onvrijwillige doodslag)  veroorzaakt door roekeloos of onaangepast rijgedrag en u wordt naar mijn mening te licht bestraft  mag ik de naam van u en uw familie (die er niets mee te maken hebben) op het net plaatsen  met de melding dat ze hen mogen zwart maken ?,2024-02-23 00:19:11+00:00,2024-02-23T00:19:11Z,1,alphonsepipo1948,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA08NrN4C_Dd,Jij bent ook 1 achterlijke mongool,user_0009,,,,,,,7,@user wanneer u morgen een verkeersongeval met dodelijke afloop (onvrijwillige doodslag)  veroorzaakt door roekeloos of onaangepast rijgedrag en u wordt naar mijn mening te licht bestraft  mag ik de naam van u en uw familie (die er niets mee te maken hebben) op het net plaatsen  met de melding dat ze hen mogen zwart maken ?,2024-02-23 00:29:30+00:00,2024-02-23T00:29:30Z,0,alphonsepipo1948,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA0939yg63PM,"Dat mag niet. Maar mag je publiek de naam uitspreken van de persoon die veroordeeld werd samen met de misdrijven / misdaden waarvoor veroordeeld? Ik ga akkoord dat er laster en eerroof in het spel is, maar dat is maar deels. Ik vind het schokkend dat het vonnis niet aangeeft tot waar de persvrijheid in deze zaak dan wel reikt en alles lijkt te beschouwen als lasterlijk. Samen met het vonnis in de Dia-zaak en het absolute stilzwijgen in elke gevestigde vorm van media over zelfs maar de initialen van de veroordeelden daar wordt het beeld van een justitie en maatschappij met verschillende snelheden voor verschillende 'soorten' mensen wel moeilijk te bestrijden.",user_0008,,belgische rechtssysteem,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,113,@user wanneer u morgen een verkeersongeval met dodelijke afloop (onvrijwillige doodslag)  veroorzaakt door roekeloos of onaangepast rijgedrag en u wordt naar mijn mening te licht bestraft  mag ik de naam van u en uw familie (die er niets mee te maken hebben) op het net plaatsen  met de melding dat ze hen mogen zwart maken ?,2024-02-23 06:47:56+00:00,2024-02-23T06:47:56Z,4,alphonsepipo1948,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA09po5O0ALy,De zaak Dia heeft hier niets mee te maken. Hij is veroordeeld voor laster en eerroof tav personen die er niets mee te maken hadden (ex-reuzegommers en de vader van een ex-reuzegommer). Tevens deed hij aan belaging door op te roepen tot het schrijven van o.a. slechte recensies en het lastig vallen van de restauranthouder. Dat is een misdrijf en heeft niets met de zaak Dia te maken. Dat is teren op de kap van Dia door er geld uit te kloppen (elke like of abonnement op zijn forum levert hem geld op). Die crowdfunding is eveneens een manier om likes te bekomen. Als schadevergoeding werd in eerste instantie 200.000 euro gevraagd. Dit is door de rechter teruggebracht tot een meer realistische begroting van 20.000 euro dewelke nu nog moet worden nagerekend door een revisor. Zijn boete voor het uitbrengen van de namen was 800 euro. De voorgestelde schadevergoeding ten aanzien van het restaurant is dus een voorlopige begroting door de rechtbank. Een effectief bedrag moet nog worden berekend en vastgesteld door een revisor. Ze kan dus hoger of lager uitvallen. Wanneer u lid bent geweest van bv een voetbalclub waar bv fraude werd gepleegd kan ik u naam niet zomaar op het internet gooien met de mededeling dat u en fraudeur bent. Wanneer u schade kan bewijzen zal u die ook worden berekend en eventueel toegekend. Er werd hem een werkstraf voorgesteld die hij heeft geweigerd. Moest hij deze hebben aangenomen was er niets op zijn strafblad gekomen. Maar commercieel was het misschien interessanter deze te weigeren waardoor meer likes (=kassa) kunnen worden gegenereerd ? De veroordeelde reuzegommers werden veroordeeld voor hun (inderdaad laakbare) daden en hebben een werkstraf aanvaard. Moesten zij geen werkstraf hebben aanvaard stond hun straf ook op hun strafblad.,user_0002,belgische rechtssysteem,acid,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, etc.)",,acid,295,"@user Dat mag niet. Maar mag je publiek de naam uitspreken van de persoon die veroordeeld werd samen met de misdrijven / misdaden waarvoor veroordeeld? 
Ik ga akkoord dat er laster en eerroof in het spel is, maar dat is maar deels. Ik vind het schokkend dat het vonnis niet aangeeft tot waar de persvrijheid in deze zaak dan wel reikt en alles lijkt te beschouwen als lasterlijk. Samen met het vonnis in de Dia-zaak en het absolute stilzwijgen in elke gevestigde vorm van media over zelfs maar de initialen van de veroordeelden daar wordt het beeld van een justitie en maatschappij met verschillende snelheden voor verschillende 'soorten' mensen wel moeilijk te bestrijden.",2024-02-23 14:01:43+00:00,2024-02-23T14:01:43Z,0,jeroendebruyne2165,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA0Ac1xzf8cD,"sorry, het principe is hetzelfde. Personen die er niets mee te maken hebben mag u niet vermelden of schade berokkenen. Gebruik uw gezond verstand ipv emo-justitie te bedrijven. En of de reuzegommers te licht bestraft zijn is een aparte discussie maar heeft niets te maken met de laster, eerroof en bedreiging t.a.v. onschuldigen t.o.v. de zaak Dia. Wanneer ge pleit voor eerlijke justitie moet ge zelf ook de regels volgen.",user_0002,belgische rechtssysteem,acid,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,71,@user hele slechte vergelijking,2024-02-23 21:20:39+00:00,2024-02-23T21:20:39Z,0,siemspark,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA0AkRJCFoeZ,​Dat heeft Acid ook nooit beweerd. Zal nog wel een leuk puntje worden als hij het hogerop zoekt.,user_0010,acid,,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,18,"@user sorry, het principe is hetzelfde. Personen die er niets mee te maken hebben mag u  niet vermelden of schade berokkenen. Gebruik uw gezond verstand ipv emo-justitie te bedrijven.
En of de reuzegommers te  licht bestraft zijn is  een aparte discussie maar heeft niets te maken met de laster,  eerroof en bedreiging t.a.v. onschuldigen t.o.v. de zaak Dia.
Wanneer ge  pleit voor eerlijke justitie moet ge zelf ook de regels volgen.",2024-02-23 22:34:01+00:00,2024-02-23T22:34:01Z,0,alphonsepipo1948,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA0AyJaTBznQ,dat klopt zeker,user_0004,privacywetten,acid,,,,,4,"@user sorry, het principe is hetzelfde. Personen die er niets mee te maken hebben mag u  niet vermelden of schade berokkenen. Gebruik uw gezond verstand ipv emo-justitie te bedrijven.
En of de reuzegommers te  licht bestraft zijn is  een aparte discussie maar heeft niets te maken met de laster,  eerroof en bedreiging t.a.v. onschuldigen t.o.v. de zaak Dia.
Wanneer ge  pleit voor eerlijke justitie moet ge zelf ook de regels volgen.",2024-02-24 00:35:18+00:00,2024-02-24T00:35:18Z,0,alphonsepipo1948,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA0Gss6FF0wI,In dit geval hebben deze oud-Reuzegommers er zeker wat mee te maken aangezien zij een aantal sadistische praktijken hebben geïntroduceerd in hun studentenvereniging en sommige zelfs digitaal contact hadden met leden die er wel bij waren. De familie werd alleen benoemd om aan te geven uit welk milieu deze Reuzegommers komen - niets meer dan achtergrondinformatie dus.,user_0011,acid,reuzegommers,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,57,,2024-02-26 07:43:09+00:00,2024-02-26T07:43:09Z,0,,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxAgXbglklrTzmjuK54AaABAg.A07lK5FWoBCA0IZe1hb-K7,jij zal wel 1 van die teringlijers zijn die heb vermoord hebbe,user_0012,,,,,,,13,"@user sorry, het principe is hetzelfde. Personen die er niets mee te maken hebben mag u  niet vermelden of schade berokkenen. Gebruik uw gezond verstand ipv emo-justitie te bedrijven.
En of de reuzegommers te  licht bestraft zijn is  een aparte discussie maar heeft niets te maken met de laster,  eerroof en bedreiging t.a.v. onschuldigen t.o.v. de zaak Dia.
Wanneer ge  pleit voor eerlijke justitie moet ge zelf ook de regels volgen.",2024-02-26 23:24:57+00:00,2024-02-26T23:24:57Z,0,alphonsepipo1948,UgxAgXbglklrTzmjuK54AaABAg,De eigenlijke winnaar is Acid. Hij heeft fijntjes aangetoond dat de strafmaat bepaald wordt door in welke mate families de juiste connecties hebben.
885,Acid reageert aangeslagen op veroordeling,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit,user_0013,acid,belgische rechtssysteem,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,7,,2024-02-22 14:31:14+00:00,2024-02-22T14:31:14Z,392,,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit
885,Acid reageert aangeslagen op veroordeling,UgxRBGr3BLKlAARwrIB4AaABAg.A07JORkVsoVA07P4tfmAKz,vind alsnog dat we hem moeten steunen hiermee want het is natuurlijk onzin dit.,user_0014,acid,,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,15,,2024-02-22 15:20:59+00:00,2024-02-22T15:20:59Z,31,,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit
885,Acid reageert aangeslagen op veroordeling,UgxRBGr3BLKlAARwrIB4AaABAg.A07JORkVsoVA07StiYd4i8,Siaz heeft een inzamelingsactie gestart zag ik net in zijn video.,user_0015,acid,,"appeal to reason, giving evidence (logos)",,,,11,,2024-02-22 15:54:17+00:00,2024-02-22T15:54:17Z,5,,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit
885,Acid reageert aangeslagen op veroordeling,UgxRBGr3BLKlAARwrIB4AaABAg.A07JORkVsoVA07W8bbzD1r,Gewoon verdwijnen uit Belgie en geen rotte cent betalen,user_0016,,acid,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,9,,2024-02-22 16:22:40+00:00,2024-02-22T16:22:40Z,1,,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit
885,Acid reageert aangeslagen op veroordeling,UgxRBGr3BLKlAARwrIB4AaABAg.A07JORkVsoVA07oKCa7-N1,dat strafblad gaat nooit weg met geld,user_0017,,,,,,,8,,2024-02-22 19:10:16+00:00,2024-02-22T19:10:16Z,0,,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit
885,Acid reageert aangeslagen op veroordeling,UgxRBGr3BLKlAARwrIB4AaABAg.A07JORkVsoVA07tIJpXDvp,"De meesten die veroordeeld worden vinden dat ze niets hebben misdaan. Hij heeft laster en eerroof gepleegd ten overstaan van personen die met de zaak niets te maken hebben. Die personen hebben schade geleden en dat kunnen bewijzen, dus veroordeling tot schadevergoeding. Stel dat iemand komt te overlijden tgv een daad (onvrijwillig of vrijwillig) van iemand uit uw familie en hiervoor wordt veroordeeld. Is u akkoord dat een omhooggevallen puber (die vindt dat de straf niet zwaar genoeg is volgens hem) u en uw familie (die met de zaak niets te maken hebben) op internet plaatst met naam en toenaam + adres en meegeeft dat men u publiekelijk mag zwart maken en schade berokkenen ? Wordt eens volwassen ipv als een kip zonder kop achter een arrogante puber te lopen. Informeer U.",user_0002,"belgische rechtssysteem, privacywetten",acid,"appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,132,,2024-02-22 19:53:42+00:00,2024-02-22T19:53:42Z,0,,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit
885,Acid reageert aangeslagen op veroordeling,UgxRBGr3BLKlAARwrIB4AaABAg.A07JORkVsoVA0872CyBTcv,alsof die kerel nog bij een normale werkgever gaat werken 😂 verdient zat met youtube,user_0018,,,,,,,15,@user dat strafblad gaat nooit weg met geld,2024-02-22 22:02:35+00:00,2024-02-22T22:02:35Z,1,antoniobaak146,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit
885,Acid reageert aangeslagen op veroordeling,UgxRBGr3BLKlAARwrIB4AaABAg.A07JORkVsoVA09QwRDdqAa,Nee. Hij heeft genoeg geld. Gaat erover dat echte foute mensen met alles wegkomen omdat ze even foute en rijke ouders hebben,user_0019,,"acid, belgische rechtssysteem",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,22,,2024-02-23 10:15:39+00:00,2024-02-23T10:15:39Z,0,,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit
885,Acid reageert aangeslagen op veroordeling,UgxRBGr3BLKlAARwrIB4AaABAg.A07JORkVsoVA0DDUk8vn_V,"Dat is dus fout, je kan eerherstel aanvragen na een paar jaar.",user_0020,,,,,,,13,@user dat strafblad gaat nooit weg met geld,2024-02-24 21:35:06+00:00,2024-02-24T21:35:06Z,0,antoniobaak146,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit
885,Acid reageert aangeslagen op veroordeling,UgxRBGr3BLKlAARwrIB4AaABAg.A07JORkVsoVA0G9xTYj8MS,hij heef ttenminste iets bereikt met zijn leven . wat doe jij voor werk?! beoordeel iemand als je 100% weet over die persoon. wees maar stil kind.,user_0021,acid,,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,28,@user alsof die kerel nog bij een normale werkgever gaat werken 😂 verdient zat met youtube,2024-02-26 01:01:56+00:00,2024-02-26T01:01:56Z,0,KimYoungUn69,UgxRBGr3BLKlAARwrIB4AaABAg,Crowdfunding opzetten en snel ook! Ziekelijk dit
